URL,actors,description,name,repository
foxter-activecampaign.konecty.com,"System, Admins","Servidor com integrações de usuários e leads, Alertas de vencimentos, Reports, Processamento de formulários, Geração de Sitemap, Processamento de imóveis favoritos do site, e muito mais ...",Active Campaign Nodered,github.com/konecty/foxter-marketing
